title,price,original_price,merchant-info,availability
"Oneplus Buds Pro Bluetooth Truly Wireless in Ear Earbuds with mic, Smart Adaptive Noise Cancellation, 10 Minutes Warp Charge, Upto 38 Hours Battery, Zen Mode, Bluetooth 5.2v(Glossy White)","8,990.","8,990.",SoldbyCocobluRetailandFulfilledbyAmazon.,Instock.
